"device_id","timestamp","device_timestamp","carbon_saved","fueld_saved"
1,"2023-01-01T00:00:00.000Z","2023-01-01T02:00:00.000Z",6.209702491760254,6.275497050955892
1,"2023-01-01T00:30:00.000Z","2023-01-01T02:30:00.000Z",6.030688537284732,5.93199931550771
1,"2023-01-01T01:00:00.000Z","2023-01-01T03:00:00.000Z",4.267418910749257,7.06687762401998
1,"2023-01-01T01:30:00.000Z","2023-01-01T03:30:00.000Z",2.682676608674228,8.392939916811883
1,"2023-01-01T02:00:00.000Z","2023-01-01T04:00:00.000Z",3.55721615254879,8.181207189336419
1,"2023-01-01T02:30:00.000Z","2023-01-01T04:30:00.000Z",7.672577830962837,5.4756494937464595
1,"2023-01-01T03:00:00.000Z","2023-01-01T05:00:00.000Z",1.5352937718853354,7.947101118043065
1,"2023-01-01T03:30:00.000Z","2023-01-01T05:30:00.000Z",7.464831070974469,3.0924978712573647
1,"2023-01-01T04:00:00.000Z","2023-01-01T06:00:00.000Z",0.15660330653190613,4.98176908120513
1,"2023-01-01T04:30:00.000Z","2023-01-01T06:30:00.000Z",1.6964382957667112,0.3816028218716383
1,"2023-01-01T05:00:00.000Z","2023-01-01T07:00:00.000Z",0.10685769841074944,7.540456606075168
1,"2023-01-01T05:30:00.000Z","2023-01-01T07:30:00.000Z",0.6815369194373488,5.085397004149854
1,"2023-01-01T06:00:00.000Z","2023-01-01T08:00:00.000Z",7.539789243601263,7.061064722947776
1,"2023-01-01T06:30:00.000Z","2023-01-01T08:30:00.000Z",6.9709224766120315,8.977461764588952
1,"2023-01-01T07:00:00.000Z","2023-01-01T09:00:00.000Z",8.961673704907298,8.493162486702204
1,"2023-01-01T07:30:00.000Z","2023-01-01T09:30:00.000Z",3.5391555074602365,1.0017218859866261
1,"2023-01-01T08:00:00.000Z","2023-01-01T10:00:00.000Z",2.532435511238873,5.087630758062005
1,"2023-01-01T08:30:00.000Z","2023-01-01T10:30:00.000Z",4.9646904692053795,8.913552011363208
1,"2023-01-01T09:00:00.000Z","2023-01-01T11:00:00.000Z",4.582315352745354,8.079344588331878
1,"2023-01-01T09:30:00.000Z","2023-01-01T11:30:00.000Z",2.0073743211105466,5.548667390830815
1,"2023-01-01T10:00:00.000Z","2023-01-01T12:00:00.000Z",7.901024087332189,1.1419660598039627
1,"2023-01-01T10:30:00.000Z","2023-01-01T12:30:00.000Z",2.2098676906898618,9.711941699497402
1,"2023-01-01T11:00:00.000Z","2023-01-01T13:00:00.000Z",2.383128390647471,2.4426390882581472
1,"2023-01-01T11:30:00.000Z","2023-01-01T13:30:00.000Z",3.8707010727375746,0.370260844938457
1,"2023-01-01T12:00:00.000Z","2023-01-01T14:00:00.000Z",8.651257455348969,3.2757611479610205
1,"2023-01-01T12:30:00.000Z","2023-01-01T14:30:00.000Z",6.3187853479757905,6.114627523347735
1,"2023-01-01T13:00:00.000Z","2023-01-01T15:00:00.000Z",2.1666467981413007,6.040361365303397
1,"2023-01-01T13:30:00.000Z","2023-01-01T15:30:00.000Z",8.83877566549927,8.753759642131627
1,"2023-01-01T14:00:00.000Z","2023-01-01T16:00:00.000Z",4.11636421456933,4.105592765845358
1,"2023-01-01T14:30:00.000Z","2023-01-01T16:30:00.000Z",9.98537122271955,7.464845683425665
1,"2023-01-01T15:00:00.000Z","2023-01-01T17:00:00.000Z",0.7552335038781166,9.469201504252851
1,"2023-01-01T15:30:00.000Z","2023-01-01T17:30:00.000Z",3.0885282438248396,6.560632446780801
1,"2023-01-01T16:00:00.000Z","2023-01-01T18:00:00.000Z",6.090806503780186,0.5503030633553863
1,"2023-01-01T16:30:00.000Z","2023-01-01T18:30:00.000Z",0.6574612390249968,3.4883504128083587
1,"2023-01-01T17:00:00.000Z","2023-01-01T19:00:00.000Z",3.991689761169255,2.0848992792889476
1,"2023-01-01T17:30:00.000Z","2023-01-01T19:30:00.000Z",7.797142253257334,2.613248163834214
1,"2023-01-01T18:00:00.000Z","2023-01-01T20:00:00.000Z",3.8581012468785048,1.902353884652257
1,"2023-01-01T18:30:00.000Z","2023-01-01T20:30:00.000Z",0.7776787783950567,3.695435910485685
1,"2023-01-01T19:00:00.000Z","2023-01-01T21:00:00.000Z",0.6361034559085965,4.588305060751736
1,"2023-01-01T19:30:00.000Z","2023-01-01T21:30:00.000Z",1.0262006567791104,2.7005925215780735
1,"2023-01-01T20:00:00.000Z","2023-01-01T22:00:00.000Z",9.958021733909845,4.591367784887552
1,"2023-01-01T20:30:00.000Z","2023-01-01T22:30:00.000Z",7.9613717924803495,5.535737299360335
1,"2023-01-01T21:00:00.000Z","2023-01-01T23:00:00.000Z",4.291924452409148,7.363572842441499
1,"2023-01-01T21:30:00.000Z","2023-01-01T23:30:00.000Z",4.782847538590431,8.254168746061623
1,"2023-01-01T22:00:00.000Z","2023-01-02T00:00:00.000Z",7.155974735505879,0.995037485845387
1,"2023-01-01T22:30:00.000Z","2023-01-02T00:30:00.000Z",4.328406015411019,9.99868924729526
1,"2023-01-01T23:00:00.000Z","2023-01-02T01:00:00.000Z",8.092122478410602,5.373829770833254
1,"2023-01-01T23:30:00.000Z","2023-01-02T01:30:00.000Z",3.604084621183574,4.54455591738224
1,"2023-01-02T00:00:00.000Z","2023-01-02T02:00:00.000Z",4.772205092012882,7.07405760884285
1,"2023-01-02T00:30:00.000Z","2023-01-02T02:30:00.000Z",4.732746039517224,8.742474461905658
1,"2023-01-02T01:00:00.000Z","2023-01-02T03:00:00.000Z",2.721613901667297,5.065770582295954
1,"2023-01-02T01:30:00.000Z","2023-01-02T03:30:00.000Z",4.283595755696297,2.2337651439011097
1,"2023-01-02T02:00:00.000Z","2023-01-02T04:00:00.000Z",6.947384062223136,5.685263313353062
1,"2023-01-02T02:30:00.000Z","2023-01-02T04:30:00.000Z",5.994889745488763,4.76740678306669
1,"2023-01-02T03:00:00.000Z","2023-01-02T05:00:00.000Z",1.2610003212466836,0.5050188209861517
1,"2023-01-02T03:30:00.000Z","2023-01-02T05:30:00.000Z",9.228634340688586,5.779222045093775
1,"2023-01-02T04:00:00.000Z","2023-01-02T06:00:00.000Z",3.8831014651805162,5.973559999838471
1,"2023-01-02T04:30:00.000Z","2023-01-02T06:30:00.000Z",1.449273368343711,1.091708349995315
1,"2023-01-02T05:00:00.000Z","2023-01-02T07:00:00.000Z",0.47227916307747364,5.366515670903027
1,"2023-01-02T05:30:00.000Z","2023-01-02T07:30:00.000Z",3.7813451793044806,8.515806272625923
1,"2023-01-02T06:00:00.000Z","2023-01-02T08:00:00.000Z",4.34924878180027,8.740922356955707
1,"2023-01-02T06:30:00.000Z","2023-01-02T08:30:00.000Z",6.158396457321942,9.226156300865114
1,"2023-01-02T07:00:00.000Z","2023-01-02T09:00:00.000Z",2.6882310351356864,9.777262336574495
1,"2023-01-02T07:30:00.000Z","2023-01-02T09:30:00.000Z",5.519575900398195,5.219414662569761
